BULKLOAD data/sortedData_2_10_100.txt 100
QUERY 2098579958 1928219639
QUERY 1374344043 760313750
INSERT 838733761 349851601
QUERY 939882271 910053150
QUERY 939819582 2001100545
QUERY 572660336 1159126505
QUERY 1275373743 387346491
QUERY 946638228 1006777125
QUERY 957873435 720024122
QUERY 1378811577 1715159346
QUERY 2065010947 143154913
QUERY 1998898814 1548233367
QUERY 35005211 521595368
QUERY 628175011 1656478042
QUERY 412776091 1424268980
QUERY 76065818 1605894428
QUERY 247906197 545042417
QUERY 112718116 234815955
QUERY 783368690 1102520059
QUERY 76065818 1605894428
QUERY 1315634022 635723058
QUERY 773058976 828321738
QUERY 827592008 1233983202
QUERY 1937477084 1827336327
QUERY 2114738097 2007905771
QUERY 1344541320 1725362297
QUERY 209331367 233706647
QUERY 1131176229 1653377373
QUERY 333359469 419786226
QUERY 1248107964 1536359305
QUERY 622858860 1129947779
QUERY 1139901474 1626276121
QUERY 1116323015 736017566
QUERY 705178736 1590079444
QUERY 1374330757 1339173201
QUERY 1066908520 446058856
QUERY 865845082 1721428525
QUERY 1110304183 699776712
QUERY 1330573317 603570492
QUERY 773506466 1217415497
QUERY 1411549676 1843993368
QUERY 221558440 270744729
QUERY 1804723202 382926131
QUERY 364228444 1947346619
QUERY 1383960411 336135205
QUERY 1035911917 1555985191
QUERY 1065042992 902863873
QUERY 2120279370 2137387633
QUERY 1789366143 1987231011
QUERY 844320799 1922932288
INSERT 501560353 158374771
QUERY 987359759 770571220
QUERY 1315634022 635723058
QUERY 1875335928 1784639529
QUERY 522066537 1189153143
QUERY 8936987 1982275856
QUERY 2053999932 1264095060
INSERT 1262129793 869635587
QUERY 1374344043 760313750
QUERY 491705403 1918502651
QUERY 981303315 1043353969
QUERY 1470558289 113658790
QUERY 608413784 756898537
QUERY 939819582 2001100545
QUERY 2053999932 1264095060
QUERY 1129566413 184803526
QUERY 771151432 1186452551
QUERY 1463778847 568062975
QUERY 1611416945 1269833163
QUERY 1383491953 1106668624
QUERY 1998898814 1548233367
QUERY 1469348094 1956297539
QUERY 2147469841 438792350
QUERY 534186872 150238230
QUERY 1063958031 1633108117
QUERY 1077706541 1084147070
QUERY 206496585 1886386216
QUERY 783368690 1102520059
QUERY 1374344043 760313750
QUERY 1250822806 1833245482
QUERY 1521802050 1556462918
QUERY 1706701148 1265784918
QUERY 1374344043 760313750
QUERY 1929465979 408691647
QUERY 147594215 575938993
QUERY 752392754 1474612399
QUERY 943947739 1984210012
QUERY 838733761 349851601
QUERY 1108199257 543066317
QUERY 1117142618 168002245
QUERY 1416966149 1021432192
QUERY 1430123840 1242255018
QUERY 150122846 439493451
QUERY 1511117184 1884412400
QUERY 2053999932 1264095060
QUERY 707184680 2145854098
QUERY 1713258270 1573363368
QUERY 939819582 2001100545
QUERY 1189852888 681678003
QUERY 1923933022 298662559
QUERY 113766839 111387570
QUERY 63056055 540380270
QUERY 662536258 893920964
QUERY 945117276 1889947178
QUERY 1100661313 1433925857
QUERY 350322227 841148365
QUERY 146266066 962564682
QUERY 1261227241 6555366
QUERY 111537764 338888228
QUERY 335635625 883401305
QUERY 1777322269 38199531
QUERY 460467935 920670038
QUERY 1687926652 660260756
QUERY 1634628762 1170023078
QUERY 2132587760 1050310085
QUERY 1056865451 1073485445
QUERY 959997301 485560280
QUERY 324591026 1062218704
QUERY 859484421 1914544919
QUERY 1695302120 768356649
QUERY 1376710097 927612902
QUERY 2084583195 388146290
QUERY 1365180540 1540383426
QUERY 1457880381 461851014
INSERT 1409822860 1886873446
QUERY 63980824 289924554
INSERT 18410471 1390342789
QUERY 1164107681 1459263904
QUERY 2142757034 116087764
QUERY 2053999932 1264095060
QUERY 1386353914 854047329
QUERY 752392754 1474612399
QUERY 561900975 444995154
QUERY 508975978 309418564
QUERY 1699761353 1314358698
INSERT 716385387 626138954
QUERY 211919533 1481265238
QUERY 596516649 1189641421
QUERY 1365180540 1540383426
QUERY 1960709859 1760281936
QUERY 705178736 1590079444
QUERY 1330961679 1831588723
QUERY 1789366143 1987231011
QUERY 553596803 160245820
QUERY 1641511058 1990087183
QUERY 491705403 1918502651
INSERT 1279176737 316321813
QUERY 1131176229 1653377373
QUERY 719885386 1649760492
QUERY 1333016204 1588677538
QUERY 1129566413 184803526
QUERY 1063958031 1633108117
QUERY 990892921 1760243555
QUERY 1769789348 657150799
QUERY 973472612 1428417140
QUERY 1874459131 1032113190
QUERY 1034167715 2140173533
QUERY 1581367423 1233214779
QUERY 150122846 439493451
QUERY 924774222 948761568
QUERY 752392754 1474612399
QUERY 783368690 1102520059
QUERY 1477171087 356426808
QUERY 1275373743 387346491
