BULKLOAD Testcases/TC_2/sortedData_2_10_100.txt 100
QUERY 1618102707 1221102947
QUERY 2002271774 1247532062
QUERY 1217814094 1131257130
QUERY 475884384 124634244
QUERY 1417080180 2015441240
QUERY 1896227571 1805230379
QUERY 1766658644 433824676
QUERY 1421474589 1836259311
QUERY 69771621 472435187
QUERY 557068225 1830940756
QUERY 1883202264 1731502477
INSERT 1247867498 1582311028
QUERY 996878907 1757125012
QUERY 694898777 486577770
QUERY 1832180954 1212256050
QUERY 486246991 408619344
QUERY 1318497955 1786547849
QUERY 436980778 1419704830
QUERY 44204296 1672670501
QUERY 908477296 37620980
QUERY 1535145211 1677546284
QUERY 1414505737 852064030
QUERY 1195642587 484685256
QUERY 42721815 1112805377
QUERY 751869578 1412919262
QUERY 1291223455 533403103
QUERY 1037081385 1633061133
QUERY 867868524 2120513464
QUERY 1729682413 489956044
QUERY 2039188479 282751783
QUERY 863975390 588286925
QUERY 323066876 2105013019
QUERY 1895830900 1026411804
QUERY 390822688 396461136
QUERY 107017204 1462007028
QUERY 973277757 731159142
QUERY 1641876843 1245134883
QUERY 267412990 1198432065
QUERY 1342257025 1552968511
QUERY 2035880149 985751899
QUERY 698289322 1589678506
QUERY 1758747743 1233063885
QUERY 122345561 960922861
QUERY 1886243729 1224403408
QUERY 1108032984 1620081694
QUERY 2025091190 1704158562
QUERY 990112159 2096749553
QUERY 425314729 1983688264
QUERY 863975390 588286925
QUERY 2028619121 475519458
QUERY 2043612533 2026317226
QUERY 469758395 235724272
QUERY 479844798 1324840870
QUERY 1206741536 1832287304
QUERY 698289322 1589678506
INSERT 1697164864 1077128444
QUERY 1992742396 1634324670
QUERY 554285215 1014440143
QUERY 1587286361 1907971059
QUERY 80465650 900882280
QUERY 1782084751 95409222
QUERY 628537570 1030409604
QUERY 154776090 680919715
QUERY 1758048159 1618621395
QUERY 2031992436 734797573
QUERY 1381838434 803900192
QUERY 1557274871 1150912929
QUERY 15231277 1520844832
QUERY 515155672 679987032
QUERY 1710396636 735197155
QUERY 1416116870 1758028602
QUERY 1297149961 278921232
QUERY 1280617046 1963515915
QUERY 888792064 1153106575
QUERY 86274299 222989396
QUERY 817747533 322974195
QUERY 875773967 294399446
INSERT 1836844229 1298361563
QUERY 566994785 231907733
QUERY 771246074 1919352896
QUERY 986029566 1653548214
QUERY 718095947 348318713
QUERY 329797264 1888407960
QUERY 865698419 898458590
QUERY 1024906183 256306421
QUERY 1736975332 1771917431
QUERY 83220640 1097996118
QUERY 322563533 906895342
QUERY 1285494287 1182919351
QUERY 1531238064 1630862230
QUERY 888792064 1153106575
QUERY 1398998108 2084151966
QUERY 192974739 1825579639
QUERY 1676892546 1112003834
QUERY 62516304 1142193487
QUERY 774139559 926886269
QUERY 2109805620 1139991823
QUERY 623370405 964281923
QUERY 1464821441 1555433770
QUERY 1492102088 2670622
QUERY 1162103222 1218242911
QUERY 947964141 859574101
QUERY 1007616870 1064390252
QUERY 906615581 949441835
QUERY 667997272 545934395
QUERY 259424866 582787947
QUERY 934871529 1923427195
QUERY 196169247 78262439
QUERY 2135502955 1102319052
QUERY 1961893154 1787328641
QUERY 1767057953 1912932498
QUERY 714890685 837690645
QUERY 1146521128 1610141380
QUERY 226394141 849678733
QUERY 1331043782 242999952
QUERY 1927785704 814866146
QUERY 975859192 1274558340
QUERY 914403333 896944541
QUERY 662393391 756079091
QUERY 1593769736 307811315
QUERY 962428942 1929450309
QUERY 404898487 1727557191
QUERY 1749459732 593472200
QUERY 667997272 545934395
QUERY 762385306 1532950984
QUERY 491683055 1763184188
QUERY 1766658644 433824676
QUERY 728545156 1711662254
QUERY 672980842 57264581
QUERY 1724219297 815419243
QUERY 242066154 1029893517
QUERY 1962487816 1100653954
QUERY 2136536723 90122963
QUERY 487304214 97521018
QUERY 1291223455 533403103
QUERY 1611333526 1874730897
QUERY 1931995479 969183746
QUERY 1144669835 917226079
QUERY 651937534 1971383293
QUERY 924553600 1573388728
QUERY 1023583462 979038753
QUERY 1399672151 910137203
QUERY 1514917316 1808234623
QUERY 2037776664 2081053720
QUERY 1920130045 1625199123
QUERY 1485911761 1545068656
QUERY 39821863 671706651
QUERY 1992837311 1445005264
QUERY 1750613940 418501904
QUERY 1162103222 1218242911
QUERY 329797264 1888407960
QUERY 929324183 675111362
QUERY 152826837 1917895601
QUERY 1887044266 39255336
QUERY 866885632 1370405731
QUERY 1755987692 1359870963
QUERY 1252853759 881645866
QUERY 45681754 1274145000
QUERY 1709890615 2055362607
QUERY 1251384938 963332874
QUERY 990112159 2096749553
QUERY 2023907659 1808565107
QUERY 8075280 578116223
QUERY 1491058738 1773484311
QUERY 960062125 594207483
QUERY 882943503 1909394066
QUERY 1155898266 1243415982
QUERY 1729682413 489956044
