BULKLOAD data/sortedData_3_10_1000.txt 1000
QUERY 1044177751 1951499465 1735914085
QUERY 524897797 1246322141 1379803375
INSERT 1080238761 1422392059 1629779269
QUERY 2025187190 1967681095 1850952926
QUERY 957640735 1084411376 1156253188
QUERY 2053232475 373953666 403068011
QUERY 2137386989 1940599174 1611111544
QUERY 852840870 2014279082 1720155633
QUERY 1966655788 1527742793 826641402
QUERY 1906880163 1773955051 97163767
QUERY 2146830235 355591844 1268680389
QUERY 1466085739 1328525187 1030942085
QUERY 706332892 1778591752 1038051333
QUERY 1714029215 322932094 752183745
INSERT 979788782 207409617 1105873340
QUERY 421101832 688852786 2026478004
QUERY 1072079841 748630388 1857744169
QUERY 978940910 1290311065 751792346
QUERY 1782734431 1354401070 1173817034
QUERY 64384719 1959158547 1870897485
QUERY 475597582 917631486 1114395776
QUERY 1189641421 1025202362 1350490027
QUERY 363022104 269881600 1373955972
QUERY 1714636915 1957747793 424238335
QUERY 518807784 144931902 1279991182
QUERY 1505193512 1112720090 1788014412
QUERY 1150280526 608692780 1172466467
QUERY 1648064049 1698842299 1857695551
INSERT 1574863478 1184655607 1900645818
QUERY 116184274 1030718942 713004062
QUERY 1010902814 1296227843 1969944095
QUERY 1079086480 363707757 424361823
QUERY 101305737 1137062258 1123307607
QUERY 933596911 674402557 1230769829
QUERY 784969907 136100514 1700833386
QUERY 1453995556 973187079 659804212
QUERY 376358898 1744893147 1659510631
QUERY 1946760793 689743885 687856424
QUERY 433159495 1866714440 1633872633
QUERY 951426815 813274570 1390543437
QUERY 1877357308 2039695798 1522423739
QUERY 764324635 114962507 952617546
QUERY 106981092 1862718873 1491600940
QUERY 764324635 114962507 952617546
QUERY 2126971017 1128684921 1641009431
INSERT 750031639 545089965 2087742367
QUERY 1354205010 1774700216 1704858606
QUERY 1597070757 1825680229 604209675
QUERY 1916250774 1528806445 870305000
QUERY 731536186 1512634855 1041337227
QUERY 1782436840 1909002904 165344818
INSERT 1201034821 1870819743 528755563
QUERY 1073845528 888985672 239892379
QUERY 2014592595 1529994550 398963524
QUERY 766221743 1221216242 808681861
QUERY 22852617 55119204 120214107
QUERY 706704325 800066064 1638601241
QUERY 712665044 1752032933 1917372618
QUERY 298644533 714943171 1948736763
QUERY 1445183171 1078707238 341395489
QUERY 608034986 1953197930 682736626
QUERY 1406067367 2020909913 573401868
QUERY 193950177 493753884 729588011
QUERY 1438638589 1110980456 1213735047
QUERY 1574863478 1184655607 1900645818
QUERY 1142790986 332846768 1476156217
QUERY 1016499950 2052861120 1160475789
QUERY 893444036 1335616094 435869397
QUERY 1438296358 1222343444 850598623
QUERY 957640735 1084411376 1156253188
QUERY 1099358641 220071006 1727671564
QUERY 134890115 1249253100 543459833
QUERY 1686250819 501939119 1339138715
QUERY 1569115921 1777288820 1756098480
QUERY 213961255 3403933 1044879519
QUERY 1509024776 1374102675 2017691704
QUERY 1630398698 1756249610 526737459
QUERY 780993731 1172118130 1761716576
QUERY 733450907 1487053959 980356728
QUERY 1084884396 1737156407 345056699
QUERY 1948377259 1073881423 2095802345
QUERY 715546868 1511493790 1914987067
QUERY 1785195123 1344931185 1292925790
QUERY 659067697 1777483316 1906889260
INSERT 453173332 588824910 47272888
QUERY 104852634 1814634316 1343457914
INSERT 115862565 1166566592 1000937120
QUERY 2058610747 1621247452 2046374817
QUERY 614438038 546772124 404999343
QUERY 42710819 2036457220 430327084
QUERY 1450573622 1037127828 1034949299
QUERY 1316352683 1322983567 891616533
QUERY 973298730 737052621 1269444300
QUERY 992028067 180785147 1675575223
INSERT 1204127369 119496664 684395173
QUERY 1231167297 99138989 1425460737
QUERY 1314434309 798895675 1452670801
INSERT 901402361 32714926 1285332060
QUERY 475122431 690471744 1368293026
QUERY 1174513994 1411908490 736374366
QUERY 349121784 1470796522 110341087
QUERY 1506997827 1188442949 1217521297
QUERY 1316660286 1518909618 640695190
QUERY 894964680 371591002 826782912
INSERT 193509578 796412173 1980813720
QUERY 294162051 1851807222 672852004
QUERY 2084760494 497466483 2045733237
QUERY 1285750753 1443739205 192618770
QUERY 1410140068 738713814 756825105
QUERY 1397520295 2037826801 796000064
QUERY 1491481724 883137091 1450452574
QUERY 1448448708 1618973847 90568974
QUERY 950881304 1221389873 1173002606
QUERY 850785341 546769567 5923237
QUERY 1424870254 737161521 1481564119
QUERY 1388564510 581361464 1500041768
QUERY 336465782 861021530 278722862
QUERY 63882112 428713943 817368056
QUERY 288858256 540696487 1850979716
QUERY 1762073627 1398973021 230275515
INSERT 1945742588 236198752 612416219
QUERY 1244155624 539692035 129805258
QUERY 1326247643 1640170337 1663080928
QUERY 1769210206 796136154 396893507
QUERY 1227833555 1401943880 283467324
QUERY 1376941062 100603786 1408960629
QUERY 1376941062 100603786 1408960629
QUERY 115862565 1166566592 1000937120
QUERY 612353198 1186994949 1450099355
QUERY 224090859 1399689571 344446575
QUERY 592784195 500467702 1727720801
QUERY 1015579791 442337375 356599919
INSERT 383183255 1175192209 597242006
QUERY 758816155 1701160292 2014428725
QUERY 2129768394 1134040403 150084506
QUERY 1101987953 568329164 1801066805
QUERY 750031639 545089965 2087742367
QUERY 71185160 1285859963 1247412082
QUERY 1169177265 1991241427 242532233
QUERY 1423524763 1303785506 218248263
QUERY 1763794427 2059344234 1582152040
QUERY 269145207 969301167 1962994110
QUERY 1018014057 641321335 2081063046
INSERT 1947772071 1070804676 469742675
QUERY 1888520737 957709673 571333576
QUERY 1317666853 623546412 1820263421
QUERY 316554595 1418468232 12692331
QUERY 1277033808 1495808780 1032176347
QUERY 1301321554 1701486310 1213224178
QUERY 625288549 1875638893 1501659818
QUERY 217340448 98532892 672180407
QUERY 42168754 92520269 928398892
QUERY 428903682 617909211 1412277685
QUERY 810981973 1273232325 1826225920
QUERY 820697697 655858699 1583571043
QUERY 226719938 1085011703 878262431
QUERY 1656951142 1874412034 660064472
QUERY 445968158 1677654945 1696253215
QUERY 1566127179 972810042 672681876
QUERY 316554595 1418468232 12692331
QUERY 214528508 1532532031 938148604
QUERY 1955769409 259488863 1478705400
QUERY 155324914 8936987 1982275856
QUERY 2031655719 269400735 665937673
QUERY 1763794427 2059344234 1582152040
INSERT 1202610391 1678552044 217155554
QUERY 1906032277 1001669161 1860577718
QUERY 1979629507 351748718 1350422715
QUERY 1556986208 553324025 910461139
QUERY 1964958996 251300996 164266659
QUERY 493717246 1377819101 3000745
QUERY 80329499 578187134 691451546
QUERY 514916418 406707847 696756623
QUERY 370917955 384370888 772634225
QUERY 465180601 1733485179 716274432
QUERY 1929452470 1727918107 850382211
QUERY 161477504 1475690294 1935718902
QUERY 1129947779 1761855727 1384724137
QUERY 584919770 1287187956 525445259
QUERY 1040361677 1181179911 805408935
QUERY 356351072 254900004 1529541201
QUERY 1206266994 1420599300 1322633623
QUERY 2006757944 578785739 541930490
QUERY 1224115152 254582474 772458889
QUERY 1376941062 100603786 1408960629
QUERY 2108815380 1253687297 1541665852
QUERY 787660056 2010720737 365547042
QUERY 973935396 1015877502 576827267
QUERY 1202610391 1678552044 217155554
QUERY 1393262520 636913901 74314281
INSERT 1861029053 328896755 1872823809
QUERY 2018649393 1191204760 702407452
QUERY 1956094749 698361489 6746254
QUERY 725781645 1729814612 1453894840
QUERY 2030722107 1246249395 582145053
QUERY 115862565 1166566592 1000937120
QUERY 610564030 777134495 660343702
QUERY 2132210128 635422411 849405871
QUERY 1170132540 375444584 1989200801
QUERY 1858432999 838426270 1456419087
INSERT 1564207915 1038750051 2062796820
QUERY 2087815277 1469338524 862938717
QUERY 625728906 2138704485 243253491
QUERY 455843485 827385948 1670372305
QUERY 2142310010 1679067431 1578317287
QUERY 1257460810 248561908 547547519
QUERY 1888520737 957709673 571333576
QUERY 196807716 1956671823 782712023
QUERY 581263655 1528456081 1517766615
INSERT 1656905664 119031355 648336313
QUERY 16949023 491233950 977233336
QUERY 1142699356 1718500113 822304435
QUERY 1564207915 1038750051 2062796820
QUERY 1758781272 1169442043 811507986
QUERY 1101513929 1801979802 1315634022
QUERY 901402361 32714926 1285332060
QUERY 1877269512 640235955 81159527
QUERY 115497987 395071201 2075846552
QUERY 699045063 203845520 2143493320
QUERY 298125972 972605807 115206657
QUERY 855636226 1749698586 1469348094
QUERY 619390752 1154920996 1415704796
QUERY 2007550001 638585120 1888092792
QUERY 380845099 2050837700 746493161
QUERY 1769210206 796136154 396893507
QUERY 1345211322 948050740 919564026
QUERY 1012502954 1272469786 2027907669
QUERY 1656478042 1131176229 1653377373
QUERY 680835785 1688050063 1060477679
QUERY 1080238761 1422392059 1629779269
QUERY 1155722604 35756851 2000419805
QUERY 966071161 1540232676 1752327934
QUERY 1776528010 1167649175 1828611770
QUERY 1858721860 1548348142 105575579
QUERY 942232734 419237027 292594697
INSERT 1925612439 1882175406 8192177
QUERY 235202254 833215350 1280311131
QUERY 1802478538 310968378 416341786
QUERY 2089816339 1114646704 1316953165
QUERY 295178497 1251049997 1828386697
QUERY 1846158627 556202568 1148830593
QUERY 129821724 20191269 22437589
QUERY 1904612995 1612853942 1264498915
QUERY 433159495 1866714440 1633872633
QUERY 431496983 1446773587 610328686
QUERY 921896658 863079957 1001526759
QUERY 682429808 1193381775 1311638677
QUERY 1093838762 48460751 1868680459
QUERY 428903682 617909211 1412277685
QUERY 1109662274 1022356819 311664328
QUERY 161477504 1475690294 1935718902
QUERY 1695302120 768356649 1595866557
INSERT 125443968 1824172190 967844197
QUERY 2044468303 285825311 1021249238
QUERY 2032363193 2137288709 971529848
QUERY 2036584179 2145013598 1838715232
QUERY 1598080776 495571137 777744673
QUERY 533657236 194454391 435868921
QUERY 220523653 1727879613 1162908548
QUERY 1080238761 1422392059 1629779269
QUERY 1134855237 90510029 1016405135
QUERY 859310840 1654844049 995097051
QUERY 1059961393 2089018456 628175011
QUERY 399493245 1567022181 817572761
QUERY 2118716956 1779075615 96933927
QUERY 1129947779 1761855727 1384724137
QUERY 1781801511 1835913922 2136363551
QUERY 1123735140 2023159745 1622595011
QUERY 750031639 545089965 2087742367
QUERY 577629906 1007210708 241267199
QUERY 1826326920 1837127249 378836593
QUERY 475770520 446913970 10971844
QUERY 1863616668 1456653303 458465189
QUERY 243631257 10753170 421784698
QUERY 1714636915 1957747793 424238335
INSERT 595439124 1727184765 1596808940
QUERY 1838076139 1425575056 1304683412
QUERY 2045826607 2037770478 1930772757
QUERY 1613909962 447426070 805034979
INSERT 163559090 114204634 749038829
QUERY 992670086 1726359202 1981522538
QUERY 939882271 910053150 900205108
QUERY 626642356 676922167 1844635252
QUERY 1888520737 957709673 571333576
QUERY 2054273952 903946414 526915896
QUERY 1714636915 1957747793 424238335
QUERY 837836795 1409985199 706023440
QUERY 901402361 32714926 1285332060
QUERY 1719506853 278608944 384696634
QUERY 235202254 833215350 1280311131
QUERY 1130543363 263707074 524581324
QUERY 1742163132 236863809 115085972
INSERT 155460991 485458701 1095937346
QUERY 600819363 245553303 1340756446
QUERY 1967020934 664078259 1077277188
QUERY 426916269 63924138 150350359
QUERY 1129525515 1448636640 1418408182
QUERY 672397965 1401967870 99518845
QUERY 523619435 1569856258 1058725017
QUERY 1827524435 2102497640 919191847
QUERY 177332700 305564045 1651574882
QUERY 2021303708 1891342723 1374600938
QUERY 1955769409 259488863 1478705400
QUERY 833263497 709248977 546299808
INSERT 2133971114 1549218751 529106038
QUERY 1855459967 2142919358 1042080532
QUERY 2084261667 1882417411 1928170170
INSERT 191860517 323791664 1357953447
QUERY 493717246 1377819101 3000745
QUERY 22852617 55119204 120214107
INSERT 1774706704 1746943939 1894924677
QUERY 1095966189 104152274 1748806355
QUERY 1470503465 1402586708 552473416
QUERY 439322915 929885154 466728141
QUERY 932026304 496060028 828388027
QUERY 1926411641 1812718902 505593010
QUERY 907092923 123065643 462216090
QUERY 1564207915 1038750051 2062796820
QUERY 749073181 1623699081 748870680
QUERY 136561149 763187937 1740033621
QUERY 2040332871 112805732 1120048829
QUERY 735724587 833626887 1558487927
QUERY 2142838693 1932771048 1079270742
QUERY 433159495 1866714440 1633872633
QUERY 1002564350 849876229 776624031
QUERY 1667250732 1788986238 871700699
QUERY 1979629507 351748718 1350422715
QUERY 432301192 647125657 465236214
QUERY 738393740 19485054 1983614030
QUERY 595439124 1727184765 1596808940
QUERY 730199492 1154615609 309766496
QUERY 849982271 369871046 2043792559
QUERY 1517725050 1903180548 42097660
QUERY 1386913208 1803105342 582412617
QUERY 1229538274 144749078 1356676291
QUERY 162403134 612203759 1138101281
QUERY 1849557795 2042173528 1351426360
QUERY 1931876599 365987523 1860933138
QUERY 1757242050 1636420041 129993382
QUERY 766221743 1221216242 808681861
QUERY 1107332566 536359574 1751737835
QUERY 2009985199 1383266194 1820748897
QUERY 1406067367 2020909913 573401868
QUERY 1219015469 903633726 377108003
QUERY 402724286 593209441 1194953865
QUERY 243804735 737582315 1714330334
QUERY 1394897588 386265391 1784722032
QUERY 1402492972 470631541 750167716
QUERY 493717246 1377819101 3000745
QUERY 1888520737 957709673 571333576
QUERY 1564207915 1038750051 2062796820
QUERY 1992154714 1548204645 812599179
QUERY 1656478042 1131176229 1653377373
QUERY 1539235053 1720688454 1845708726
QUERY 282524777 225232425 2032722106
QUERY 693402750 727035928 35567177
QUERY 2021303708 1891342723 1374600938
INSERT 847953064 2104979569 1867289123
QUERY 1424870254 737161521 1481564119
QUERY 336728279 966488613 2022337363
QUERY 942232734 419237027 292594697
QUERY 766529297 1065351718 1113678424
QUERY 672397965 1401967870 99518845
INSERT 1661754130 372519149 1883028423
QUERY 998835495 502341798 823631439
QUERY 125443968 1824172190 967844197
QUERY 1165554294 77079381 1339636673
QUERY 1051609233 1895630889 1944508186
QUERY 862376256 906250008 1166444293
QUERY 364131151 572207480 2046707442
QUERY 42999170 982906996 135497281
QUERY 1430123840 1242255018 1187427397
QUERY 1864396164 1652448738 1924147554
QUERY 204102747 1603591171 595311776
QUERY 979788782 207409617 1105873340
QUERY 1403126510 719247757 834499599
QUERY 155324914 8936987 1982275856
QUERY 1563118325 557037392 1390583223
QUERY 1034514500 484238046 1775473788
QUERY 1827336327 572660336 1159126505
QUERY 1826668206 1773901111 1645753768
QUERY 1340155872 1905440770 37521490
QUERY 1440648000 1872401378 260512028
QUERY 1459142779 1231689013 1832543664
QUERY 847953064 2104979569 1867289123
QUERY 12072943 1969513620 521125086
QUERY 1345211322 948050740 919564026
QUERY 1961997000 1942835171 89426538
QUERY 847953064 2104979569 1867289123
QUERY 371591002 826782912 999416032
QUERY 698975881 628124337 399435744
QUERY 641533153 288472174 497510499
QUERY 452456682 1302539390 1858504292
QUERY 1709873501 1381650574 1796707277
QUERY 1592058800 244471694 203349502
QUERY 1725362297 297785900 1611336688
QUERY 376696776 96055805 2060975266
QUERY 1963575413 1362757102 2009413566
QUERY 1376941062 100603786 1408960629
QUERY 1172895038 1557686227 296082014
QUERY 1574486766 233694996 1055640066
QUERY 1620661343 1460840006 1185599311
QUERY 1557019034 40215898 583412323
QUERY 1091714937 1364180570 1281944976
QUERY 775056794 1588695568 1155465115
QUERY 1154615609 309766496 457676440
QUERY 1569822750 775799924 874213496
QUERY 746349250 441767868 1122336503
QUERY 333927221 1562716271 48519030
QUERY 507242834 929061918 1279459366
QUERY 1568620893 1038589103 666647974
QUERY 1019258306 1141376468 923381916
QUERY 947145375 1201641554 996447599
QUERY 1750648392 939413554 567363260
QUERY 1302525932 1477375218 296701105
QUERY 1735079296 831768825 1604765404
QUERY 801459307 1908609430 89057537
QUERY 762677667 742585312 1447032062
QUERY 600819363 245553303 1340756446
QUERY 71473853 1887484999 518096547
QUERY 1012502954 1272469786 2027907669
QUERY 1091854097 317992893 1631418417
QUERY 1246045417 1302351202 628392641
QUERY 894964680 371591002 826782912
QUERY 618217266 391476936 116840594
QUERY 191860517 323791664 1357953447
QUERY 1540478823 287057570 1129250011
QUERY 478841551 242474976 972125383
QUERY 246003342 161991219 2065989960
QUERY 1943679781 1106211926 327305250
QUERY 2030678241 841365914 919121924
QUERY 191860517 323791664 1357953447
QUERY 1779578411 899073888 696261471
QUERY 1714636915 1957747793 424238335
QUERY 2094090389 37776266 171232711
QUERY 417236053 122611014 164688046
INSERT 1281998501 1329239775 1099720750
QUERY 2048465562 952109885 899363308
QUERY 1615935710 639806732 1738110294
INSERT 1936248728 239321960 1311942471
QUERY 1539942439 987987334 1162088421
QUERY 732048599 2073917092 2020778181
QUERY 619480878 1856374729 899334107
QUERY 1271651863 933190184 387158031
QUERY 1827524435 2102497640 919191847
QUERY 623489229 311844724 1555981575
QUERY 1344746655 203059261 91984547
QUERY 502133386 1984258288 326316792
QUERY 1120848916 1825126695 1080799831
QUERY 731991514 1219481030 2113643974
QUERY 281276174 2146735658 2111060014
QUERY 2033294618 1358414622 938409401
QUERY 1574863478 1184655607 1900645818
QUERY 257164626 356341138 1845299958
QUERY 42999170 982906996 135497281
QUERY 2121932605 327472438 501906049
QUERY 420376850 1297046355 1049561859
QUERY 1406067367 2020909913 573401868
QUERY 1640594339 2010589799 1984682512
QUERY 604111413 1333666794 1185943265
QUERY 595439124 1727184765 1596808940
QUERY 764253738 1967239695 477270681
QUERY 804743119 687266005 1930216735
QUERY 990742200 962348895 525275533
QUERY 502570714 136690968 1781133753
QUERY 65170197 426438711 578001246
QUERY 1146288216 1690226100 1868007561
QUERY 1695448851 510941341 328654505
QUERY 122859509 829979003 1383567303
QUERY 1157247224 896334796 1619051919
QUERY 1656905664 119031355 648336313
QUERY 149798315 2038664370 1129566413
QUERY 595439124 1727184765 1596808940
QUERY 252507433 15147641 1988315741
QUERY 351773435 1090060397 1735832376
QUERY 418327731 284158388 1118512503
QUERY 2014847299 546599027 976444722
QUERY 506959639 1421449833 1924200848
QUERY 1334909046 862876141 99582985
INSERT 1572641122 394206713 376909810
QUERY 217741904 439070798 2119950846
QUERY 161477504 1475690294 1935718902
QUERY 1901748460 1713079957 1054174413
QUERY 1600773440 24631499 1854565135
QUERY 524651857 1163944658 308543630
QUERY 1681545190 1572255140 88639634
QUERY 213952386 2042010569 695258232
QUERY 2070707654 384868448 102194872
QUERY 744970809 629116052 1544928980
QUERY 2087770711 1026201114 47830643
QUERY 1231578673 1603682789 250566737
QUERY 1660038320 216272000 1243769942
QUERY 92210306 1101331249 1756297406
QUERY 1843993368 943947739 1984210012
QUERY 20084148 1309398337 1300595513
QUERY 1656951142 1874412034 660064472
QUERY 1583849308 1467407997 1053073625
INSERT 898975639 1596558875 298749565
INSERT 1847125612 1142324744 850059965
QUERY 1653488781 962156407 741734272
QUERY 1999868156 157247397 1654953968
QUERY 1662058476 1594087092 1701338509
QUERY 635723058 1369133069 1125898167
QUERY 2072923009 305466004 1094579826
QUERY 1051527998 61535680 751002780
QUERY 433684563 262192741 718157576
QUERY 1680313984 30296120 485758440
QUERY 1069724119 1127827160 1922495390
QUERY 1476350251 213637808 475945128
QUERY 885420959 1397208466 602297893
QUERY 563910494 1768244773 823910783
QUERY 236043559 1350862566 1493289156
INSERT 2069020142 781851004 266434174
QUERY 752192614 431491998 628045483
QUERY 403057225 258732033 2133749763
QUERY 1884167637 1473442062 201305624
QUERY 776562613 1803232221 1543167166
QUERY 219594302 300555008 336114291
QUERY 1829403447 953874161 1572954068
QUERY 2113556942 386753870 1853101996
QUERY 756898537 1734575198 1973594324
QUERY 1905666068 856914522 2038944465
QUERY 930545146 1619772932 1637336066
QUERY 1862292122 134591281 101323875
QUERY 710617964 1468799843 674006175
QUERY 2143493320 512976554 339980538
QUERY 1107332566 536359574 1751737835
QUERY 736854338 1852094467 517422363
QUERY 1702022939 1850612763 1316505735
QUERY 463079269 2131953877 218942709
QUERY 245798898 1891252715 1250801052
QUERY 1372668364 318322042 1987235624
QUERY 804329686 96884266 46029580
QUERY 865726357 1969930698 1920613545
QUERY 509984235 518468232 1357841390
INSERT 382616039 1633446174 286936952
QUERY 382616039 1633446174 286936952
QUERY 1534230297 1364090032 1108399134
QUERY 1745696855 1072441976 801583960
QUERY 898468226 1481830041 506264038
QUERY 328711089 1166686579 1013930163
QUERY 1532398396 379487857 1646674147
QUERY 235745791 802205057 427355115
QUERY 748515749 1529531400 460467935
QUERY 101305737 1137062258 1123307607
QUERY 1574486766 233694996 1055640066
INSERT 9683170 1955399018 564472373
QUERY 699045063 203845520 2143493320
QUERY 2013788413 1897345799 1163390034
QUERY 930920822 111243006 1182663749
QUERY 1450573622 1037127828 1034949299
QUERY 412871141 1926405457 2020809432
QUERY 153720941 1725148764 803373308
QUERY 770361246 1178835412 674426555
INSERT 2132390804 1524009618 807727524
QUERY 557589675 779288829 1636107007
QUERY 272020127 488663950 2033505236
QUERY 756898537 1734575198 1973594324
QUERY 499747543 1077894282 124824706
QUERY 278545647 745630632 1454514919
QUERY 1424870254 737161521 1481564119
QUERY 1287087586 236300691 1449277843
QUERY 2083580859 1054971733 1376764793
QUERY 453173332 588824910 47272888
QUERY 616716465 1787189168 1396768681
QUERY 1861029053 328896755 1872823809
QUERY 1425835202 973041205 1369836458
QUERY 1501047577 1407743426 388808396
QUERY 191860517 323791664 1357953447
QUERY 1533915982 1250698524 2004058025
QUERY 402903177 1329202900 1503885238
QUERY 1287087586 236300691 1449277843
QUERY 1979015720 476152433 1694887982
QUERY 919785523 1942481690 65785292
QUERY 1955769409 259488863 1478705400
QUERY 1979629507 351748718 1350422715
QUERY 1571865573 1208744777 945229157
QUERY 42999170 982906996 135497281
QUERY 544819965 799397524 1360170055
QUERY 288001738 1473269641 1792132271
QUERY 1567083802 1118887490 1038455193
QUERY 40658094 132629780 1744161708
QUERY 1632919567 848164490 1312569518
QUERY 94255812 1564003050 99885196
QUERY 1743983644 339795430 1882029820
QUERY 1094716227 865529339 1633095872
QUERY 1277744496 1373244978 960657146
QUERY 1999112340 1261732794 1177279614
QUERY 898975639 1596558875 298749565
QUERY 939882271 910053150 900205108
QUERY 1759592334 1371570003 777635325
QUERY 562395735 1607774548 78374295
QUERY 1774706704 1746943939 1894924677
QUERY 192713458 1671067660 2133626771
QUERY 693149220 84538075 1835707304
QUERY 706043324 496987743 159259470
QUERY 1794296349 1930325509 1134433230
QUERY 1654435776 1975886384 1560307071
QUERY 1016685695 1694539746 317497243
QUERY 1596390851 1815368623 1792531318
QUERY 1788335888 1850408031 527901404
INSERT 1934946106 216125060 141399827
QUERY 1410681417 419481884 631340353
QUERY 930369539 360140678 735272127
INSERT 43829331 1926700989 1789545183
QUERY 1336601282 494646436 1779165525
QUERY 932026304 496060028 828388027
QUERY 748515749 1529531400 460467935
QUERY 1544459256 734899758 2024890075
QUERY 1587992726 1024027583 198628789
QUERY 376669325 651801181 511066057
QUERY 290283398 354474841 872779705
QUERY 535286141 1389079342 442982639
QUERY 17435164 1568334253 1217568547
QUERY 336728279 966488613 2022337363
QUERY 1261982913 583752421 670313062
INSERT 586946250 116612849 472112824
INSERT 493282174 1123914005 873806238
INSERT 1819544518 1164089636 1560170322
QUERY 1582482437 4744263 1642663198
QUERY 1898152167 375487534 720936636
QUERY 1176225844 333293469 1779451238
QUERY 1860996496 1196986752 487986777
QUERY 978610417 1101457716 22800096
QUERY 750031639 545089965 2087742367
QUERY 1535406671 1936526797 1137363926
QUERY 1240156349 2051856142 98666793
QUERY 452825171 1435218189 1135771559
QUERY 1597833693 2006794608 145723190
QUERY 1342709943 1311824334 2017572725
QUERY 145376088 957426576 1401262337
QUERY 1847125612 1142324744 850059965
QUERY 1763794427 2059344234 1582152040
QUERY 342146590 1723578341 672563970
QUERY 1979629507 351748718 1350422715
QUERY 1659131038 172192384 700859594
QUERY 1574486766 233694996 1055640066
QUERY 2062606633 2140634059 898073077
QUERY 751841726 2042744428 2056796100
QUERY 1238241306 1277970780 352964522
QUERY 1600371097 1398104335 1166334445
QUERY 1388391521 1272796157 1452888574
QUERY 1215828993 409544918 74552805
QUERY 1056116847 1674286585 1473735746
QUERY 900874211 1750159999 891528784
QUERY 336465782 861021530 278722862
QUERY 1000907370 1765434825 832316153
QUERY 838293456 129900479 1990268425
QUERY 1230293640 1362332345 1845827372
QUERY 2115115464 636600769 1950148346
QUERY 1002934134 432693178 655296118
QUERY 1189641421 1025202362 1350490027
QUERY 708139051 281887950 455780329
QUERY 1439646991 518873579 1537166974
QUERY 1379951751 2135084701 201974990
QUERY 625843881 532495011 415675634
QUERY 1721446521 340024171 1245041636
QUERY 847953064 2104979569 1867289123
QUERY 1190503441 1481907231 1815320763
QUERY 1059847537 443916314 1188054990
QUERY 382616039 1633446174 286936952
QUERY 627001852 2001621158 410193971
QUERY 1888520737 957709673 571333576
QUERY 290872056 978229010 1471551939
QUERY 1224406045 1500005884 250799163
QUERY 930545146 1619772932 1637336066
QUERY 475853939 2026366796 1122249809
QUERY 2084271978 1193023162 986627193
QUERY 840764704 555201282 762304962
QUERY 1479214144 535556805 1092224270
INSERT 1513785815 416292561 490371616
QUERY 87755422 889023311 1494613810
QUERY 885799631 1314218593 1281830857
QUERY 621795933 1547586952 2136418493
QUERY 1181958007 581030215 1629382593
QUERY 635723058 1369133069 1125898167
QUERY 1865033882 1543678155 1840700573
QUERY 1221005857 263847379 1061509000
QUERY 904402852 1558818427 202236076
QUERY 1587504579 1908117873 1998586652
QUERY 1242907571 1149677717 460552958
QUERY 1826668206 1773901111 1645753768
QUERY 1955769409 259488863 1478705400
QUERY 146867102 537928300 914480998
QUERY 1178328378 1779513487 1949704895
QUERY 2044468303 285825311 1021249238
QUERY 577647724 1034941247 872800250
QUERY 712838100 295684475 840791588
QUERY 115862565 1166566592 1000937120
QUERY 420687483 1669475776 1813080154
QUERY 1654435776 1975886384 1560307071
QUERY 92210306 1101331249 1756297406
QUERY 1695511928 40360293 2069701101
QUERY 967108342 1158671754 896172326
QUERY 2052955325 500212242 1435014241
QUERY 939882271 910053150 900205108
QUERY 698498295 66102252 740165329
QUERY 327529462 203030386 678800870
QUERY 1712378612 1413792150 1857201477
QUERY 240094112 1481163338 321244823
QUERY 80869451 97611886 1529695171
QUERY 1399420311 1099722045 1345912263
QUERY 1166377433 1712266541 591209039
QUERY 657311291 1771503883 1013137347
QUERY 581348719 1787171368 660231636
QUERY 369949465 643212957 2015300301
QUERY 1107332566 536359574 1751737835
QUERY 1531673052 1892349609 250374036
QUERY 248573965 1671196046 109672009
QUERY 70636429 136495343 1472576335
QUERY 1089775394 157207535 394865224
QUERY 2082360401 291501092 1305369615
QUERY 313097107 718191779 1545073913
QUERY 1865033882 1543678155 1840700573
QUERY 1862558705 304505404 1835342733
QUERY 1720065891 1869050415 7297277
QUERY 1189641421 1025202362 1350490027
QUERY 552352544 765928468 160720214
QUERY 1686518107 1453048498 1946710049
QUERY 1349029729 1830496746 1198911786
QUERY 206587497 220723533 496452140
QUERY 1450782831 751713665 132520821
QUERY 281276174 2146735658 2111060014
QUERY 1843993368 943947739 1984210012
QUERY 1872648354 1065225195 283104774
QUERY 971899228 1476153275 213975407
INSERT 1992301602 1753492792 877671100
QUERY 1084258597 2103995154 1536932342
QUERY 840231526 1116194002 23698779
QUERY 615952861 1073646711 1599184492
QUERY 1540478823 287057570 1129250011
QUERY 48701790 932884083 11396610
QUERY 1510318460 1544378032 1307213474
QUERY 37400926 1090924387 43383731
QUERY 1646478179 1725138377 1500474762
QUERY 1292413412 1794292538 1209734969
QUERY 115862565 1166566592 1000937120
QUERY 1025042772 53476175 1397489210
QUERY 402903177 1329202900 1503885238
QUERY 1622453485 419511818 517574168
QUERY 1667961344 819584238 718088972
QUERY 1765524865 1144177501 1279899975
QUERY 1734750190 1518967699 1731461381
QUERY 670752506 2025554010 1649709016
QUERY 1455822910 896164255 1509844324
QUERY 419037682 1699839323 1580138223
INSERT 69929843 214837886 465714084
QUERY 1183803056 1301752615 828182238
QUERY 2108082213 1358499343 1715687920
QUERY 1299665654 1030471777 941566444
