BULKLOAD Testcases/TC_3/sortedData_3_10_1000.txt 1000
QUERY 1949058150 1513405587 969087629
QUERY 1773013220 1263485641 2016019499
QUERY 1724062003 2017775182 77219828
QUERY 1251560532 676883060 65126942
QUERY 1980919839 1562273283 1805239404
QUERY 92143132 321756650 2044336673
QUERY 1761022640 1894307987 472212640
QUERY 1877945462 646417437 302090667
QUERY 986706561 1670117712 1330573889
QUERY 134769506 914795365 1665343432
QUERY 720191855 714128428 1487174782
QUERY 1865242824 734008823 408345383
QUERY 586162796 517204845 281198092
QUERY 334081190 835509461 1521704686
QUERY 520536956 1772129494 1620253731
QUERY 1115485859 1758154426 1761993596
QUERY 1896763102 720373114 1023219085
QUERY 758381416 768879704 1833283601
QUERY 1418130728 1434405859 1378577017
QUERY 1389948884 546979258 2076289442
QUERY 185532960 1878857533 411690830
QUERY 1764757258 911014461 1222930098
QUERY 1080963337 1151310861 401833719
INSERT 586719500 1258710332 902779977
QUERY 588799336 402209540 1190980222
QUERY 660973268 598140667 418158847
QUERY 2098349110 135778665 1034714144
INSERT 1988304153 1220247104 1297518105
QUERY 999544719 1170343710 2100575863
QUERY 602544416 1976433357 935819076
QUERY 822116660 1554182528 658561306
QUERY 1433179648 2092111349 855919577
QUERY 1078162663 701680850 1059359167
QUERY 98685229 2014748334 1661999136
QUERY 347435968 1884359543 291275347
QUERY 1931732500 2086233474 33733816
QUERY 132112846 256578214 1222447653
QUERY 930958255 442986851 1649568166
QUERY 1219571984 1220943910 1485413635
QUERY 1911548355 1972599571 1372276300
QUERY 1311406546 1191461286 753408109
QUERY 520536956 1772129494 1620253731
QUERY 33620287 46255243 193989399
QUERY 228875964 2127490138 1435887204
QUERY 219361811 1739794738 879550857
QUERY 1649037623 214675114 235692647
QUERY 1100793773 1001164295 1491685153
QUERY 535662791 769209332 1798746453
QUERY 1980919839 1562273283 1805239404
QUERY 1747683276 847177710 1860803039
INSERT 827184200 1149206595 1125883479
QUERY 718194569 936717747 982695402
QUERY 576136422 1458567114 15779915
QUERY 1916954992 1023760768 86060022
QUERY 1762018260 910198975 633977322
QUERY 808535995 986971578 345077847
QUERY 1192255557 21735226 416246799
QUERY 1348486466 1189411100 982329703
QUERY 2071843643 1783539084 1580460520
QUERY 53467643 85711886 592067639
QUERY 843716687 1070961334 132003968
QUERY 1558179781 1340009824 675892291
QUERY 186751512 604144920 1317042799
QUERY 1346471435 1655109449 1446238817
QUERY 1970627750 838037521 131783766
QUERY 1793118115 2013833789 1411296442
QUERY 757398436 260677191 448965125
QUERY 518924700 427520861 619051215
QUERY 1959061040 1742111521 732448195
QUERY 1481015881 284387709 1296682796
QUERY 1230519706 391512332 1524194800
QUERY 1655978567 805930909 312130307
QUERY 769432742 444373197 33953546
QUERY 946422484 623608427 1412263022
QUERY 330998604 1212160340 1054237034
QUERY 1003391718 1623310801 1320132392
QUERY 1729099269 1050349878 1789520434
QUERY 695700594 1202677807 2083039597
QUERY 1836159482 778186614 136757208
QUERY 1166867141 1026387353 1758562644
QUERY 985022342 885651563 622165332
QUERY 1289999769 271434996 1540990542
QUERY 110116135 1778558341 1134090067
QUERY 1107218021 1587527044 2116295722
INSERT 1523082993 1470443578 1677220295
QUERY 1813977503 1344807858 913286704
QUERY 524365701 476352917 514878292
QUERY 1137043624 1559087077 1154409430
QUERY 226483395 1089826233 1516027134
QUERY 529009499 1278153216 1183650673
QUERY 1795999327 818696261 166709009
QUERY 1080963337 1151310861 401833719
QUERY 1795999327 818696261 166709009
QUERY 44091004 1282745954 1604288157
QUERY 1972126394 1418490153 1894203272
QUERY 140659346 299937280 109063131
INSERT 157495369 185495783 38212331
QUERY 926093775 570194326 264588340
QUERY 1105055450 1443525164 2055812184
QUERY 1809547463 1213002038 1213989226
QUERY 918512849 131835793 497387480
QUERY 2013669811 220672658 36231713
QUERY 210948470 889504582 1029481654
QUERY 694814081 1708850723 1436406529
QUERY 191739005 864388837 426876680
QUERY 96239585 17051750 690881522
QUERY 2138440062 1212754452 1784263339
QUERY 884590459 1918713090 1430377247
QUERY 1798804054 616178157 148802400
INSERT 267517458 2090784266 1052282422
QUERY 1023208500 867083762 1472852534
QUERY 1292168662 160092240 1140851152
QUERY 1339876100 1000251760 1182475213
QUERY 356782765 1570621266 1195680832
QUERY 194205715 1631620650 948646497
QUERY 1760394669 701576379 324919136
QUERY 2130008773 2052758064 2122120242
QUERY 1217854477 157839369 2034110560
QUERY 2115002652 1992786683 73111466
QUERY 1269736846 1307612083 187971937
QUERY 1978012610 1757784968 2109597141
QUERY 909593817 755044023 410631022
QUERY 205938529 495162190 1799095054
QUERY 909593817 755044023 410631022
QUERY 997986277 401890764 447095089
QUERY 1481015881 284387709 1296682796
QUERY 1562896294 1710517663 276092222
QUERY 240585064 1982164251 1036817175
QUERY 1269736846 1307612083 187971937
QUERY 1950172948 630181693 1151201606
QUERY 1804842010 1589581184 1272189571
QUERY 1292204836 1980407934 1080610636
QUERY 827184200 1149206595 1125883479
QUERY 1585957420 1025777427 900258240
QUERY 2108851734 306331371 1395161339
QUERY 1747598509 2142059920 1862737431
QUERY 315998419 1216041014 1676307533
QUERY 556962061 1124558388 320104286
QUERY 706296140 1218991579 671881510
QUERY 1410428375 1134928851 929320687
QUERY 1389429039 1411097361 1295318468
QUERY 186751512 604144920 1317042799
INSERT 1159748035 17311207 1865772154
QUERY 934329521 1734697760 1800509652
QUERY 777584392 2132440558 1973327807
QUERY 775301846 365784464 212130926
QUERY 1389948884 546979258 2076289442
INSERT 996429623 254765908 1987627562
QUERY 226173994 1114181878 1777457718
QUERY 1552654177 102253883 794156006
QUERY 1728485527 1198258517 88589514
QUERY 843716687 1070961334 132003968
QUERY 490018747 282999573 902065334
QUERY 646924889 1638205584 1072276769
QUERY 1804382433 1241054477 172329068
QUERY 175422217 1547615926 1817108200
QUERY 1721058097 1748222046 103471467
QUERY 30203018 1673339219 269759045
QUERY 236442304 286262992 1788605854
QUERY 479781783 1590693787 1656929524
QUERY 156370765 641471874 574943161
QUERY 464010208 1763389196 1792754339
QUERY 1982987273 636877932 261609597
INSERT 1066370606 659888522 1860519462
QUERY 703623615 2050735986 268679257
QUERY 2057285111 407319636 1644057172
QUERY 11557661 2144967085 943928477
QUERY 34321412 2075622977 542216021
QUERY 838157232 775500633 1795709725
QUERY 2057319322 1124594398 331265524
QUERY 1290689562 2063455153 1541253827
INSERT 184650762 333836098 1383457230
QUERY 880030754 484035472 591685509
QUERY 2092365325 1195923970 2058690070
QUERY 338333515 1829995615 492485537
QUERY 941379964 1890330211 1859642694
QUERY 79585183 1445812343 1830932122
QUERY 1302173042 1318489116 1650998782
QUERY 1760394669 701576379 324919136
QUERY 1898964494 362558439 1977662915
QUERY 1154809838 1690792875 1269882759
QUERY 424111315 1224801139 1351228125
QUERY 555116728 1955399323 2041516211
QUERY 1339844906 1499773129 804716253
QUERY 1115701827 1564339673 883263850
QUERY 613355747 180604430 1162996788
QUERY 829196525 1972285260 1363788706
QUERY 1514438577 252339420 1082367899
QUERY 1172600154 580254332 646115029
QUERY 535086236 268713074 1655883540
QUERY 1179814761 287941929 386498798
QUERY 1950838471 1014788071 1016683608
QUERY 2015700865 426415199 753436497
QUERY 2117225203 1301671212 909473396
QUERY 1991841295 2075936201 1010094529
QUERY 1393882743 1410044203 948620278
QUERY 858600929 1317571671 1881151547
QUERY 2008817697 1561246944 1083598761
QUERY 1419386574 1746569881 509071433
QUERY 1262507930 1985017534 276718244
QUERY 1186191640 568945969 545732082
QUERY 1555826611 662716076 1944576536
QUERY 2008632983 328663659 953243781
QUERY 864642804 1895751468 1383703769
QUERY 34845137 1453483674 1203813147
QUERY 2118886550 710477505 368233079
QUERY 644951323 318676669 1687216490
QUERY 1180692022 2080302155 221734497
QUERY 1376924679 1182114049 2070929654
QUERY 1054420911 2016740971 1371292626
QUERY 607512747 501414992 1915979579
QUERY 356782765 1570621266 1195680832
QUERY 2062122886 1169060196 449858542
QUERY 2137075032 243249878 227875857
QUERY 490018747 282999573 902065334
QUERY 1639793852 1454431874 191703098
QUERY 53664040 1724344107 651095653
QUERY 819726174 709710272 1374182985
QUERY 109130209 708551598 47177640
QUERY 2112073717 2098257657 988453973
QUERY 242376993 1638068823 1455811271
QUERY 334081190 835509461 1521704686
QUERY 1526091353 2089375044 1760455160
QUERY 148887821 775476105 150526011
QUERY 1063376178 769021559 425691399
QUERY 1346280544 417987166 473028543
INSERT 158185714 725814152 1428844225
QUERY 919429401 694448752 1285624449
QUERY 1171921950 2002416228 1036941808
QUERY 649913321 475868476 1062404569
QUERY 1121715856 877388972 1782894658
QUERY 1482259824 413355244 501877268
QUERY 535902548 2058432704 1612197940
QUERY 1562896294 1710517663 276092222
QUERY 1561048041 713920044 753064527
QUERY 1475026370 2124474668 1208661724
QUERY 1769366321 670843062 677477076
QUERY 1841370924 1445692869 1986543080
QUERY 1916702943 366181627 1919320545
QUERY 1330019093 1005417753 2000155831
QUERY 1565505716 272370923 585687802
QUERY 912336660 689152163 134375921
QUERY 1551337425 1217725276 88900497
QUERY 776878261 1815082750 202292604
QUERY 1474715494 794797052 2136913618
QUERY 1572200511 1444884406 1184864846
QUERY 1872932917 237815847 1632020474
QUERY 932249759 1832889460 1923362807
QUERY 30203018 1673339219 269759045
QUERY 2116479747 1963995596 724472004
QUERY 576820511 455345254 669932834
QUERY 1242671495 1573553761 25230997
QUERY 2013438674 1455740652 1772092654
QUERY 1482258019 1481081783 1413570230
QUERY 970610666 211746160 1053605263
QUERY 1938694685 149879299 534885690
QUERY 2055241400 1705603818 679051468
QUERY 1117283149 697402508 1271624115
QUERY 1802688977 86785802 1871880941
QUERY 1981595141 894680197 1439567537
QUERY 190432845 1447829910 220110465
QUERY 637440075 1283573150 1591691950
QUERY 986706561 1670117712 1330573889
QUERY 695137765 121937925 776803994
QUERY 827184200 1149206595 1125883479
QUERY 973013698 2085886912 1049787283
QUERY 547196223 1354871766 507771014
INSERT 2097540117 1916604581 106497522
QUERY 923366139 29868234 1069604171
QUERY 488401180 1616772773 1662484752
QUERY 1807767463 45280816 275648438
QUERY 1914955598 2127891680 1918401316
QUERY 2108851734 306331371 1395161339
QUERY 1860053483 25255131 2099593466
QUERY 1868714399 1775837497 240117564
QUERY 269985798 146126387 421036432
QUERY 184650762 333836098 1383457230
QUERY 1054129818 1276188760 466899530
QUERY 1879204484 130325977 1535965874
QUERY 1136187610 256061098 1512144510
QUERY 958900290 673840486 365255253
QUERY 253866985 1266324757 1752828806
QUERY 1736916465 2124914826 1875081257
QUERY 1090034420 1562739316 1839120669
QUERY 2013669811 220672658 36231713
QUERY 1293563951 806410656 1630460321
QUERY 619164283 492828887 865349016
QUERY 255265010 1732326932 2099430728
QUERY 875491522 1732166481 894851091
QUERY 1248652366 793098706 980430463
QUERY 458210475 860102713 966286294
QUERY 1472099378 661248899 2004700089
QUERY 1108351431 1290539825 922426977
QUERY 440522790 314931706 1036957741
QUERY 621801025 853929690 190689320
QUERY 1562896294 1710517663 276092222
QUERY 422709470 1793981277 1768311285
QUERY 480930350 84897067 1234648535
QUERY 969774621 756702276 1618726426
INSERT 704396180 1068309115 25144423
QUERY 1716922756 873251159 2073166911
QUERY 1640113260 2072629003 1542323197
QUERY 518667448 508691565 773844335
QUERY 2117463162 1475832343 404160748
QUERY 1242822049 180107727 1400242557
QUERY 2036803578 987792345 1526323240
QUERY 1487638939 539498697 1314659045
QUERY 550416219 427401878 1583835601
QUERY 1219571984 1220943910 1485413635
QUERY 1081686149 627192670 1602386837
QUERY 1159748035 17311207 1865772154
QUERY 69487491 1312484148 741272343
QUERY 949702341 979756474 2075098590
QUERY 1415253881 1324303556 393281802
QUERY 943698021 1207955473 297589529
QUERY 487289106 1653081447 1132529146
QUERY 1997703731 426222665 1958265662
QUERY 769479979 807509131 1308258335
QUERY 1512907657 1990167106 1481029925
QUERY 118351136 1571286888 1185552282
QUERY 1966105877 156408621 760783063
QUERY 283906530 2049382426 494627341
QUERY 1183400094 148857794 838230401
QUERY 2102028807 112107367 337806059
QUERY 1552636133 1293381875 785789712
QUERY 1130970196 1165617991 745279289
QUERY 1914955598 2127891680 1918401316
QUERY 1767901795 385177957 1014615179
QUERY 678595351 1205742558 1774497848
QUERY 30203018 1673339219 269759045
QUERY 1257749993 3520764 1647134297
QUERY 1716922756 873251159 2073166911
QUERY 1741277509 279756701 1865510942
QUERY 1747936163 1669427342 430876638
QUERY 2097540117 1916604581 106497522
QUERY 3477976 1692896612 723253416
QUERY 316771926 1771657242 1719983961
QUERY 1521350317 896417016 2030121997
QUERY 30553947 1919946734 1062100075
QUERY 225278447 1874868247 934374329
QUERY 1318361082 238913044 1828026312
QUERY 785495201 1455752738 2145241339
QUERY 1170270475 903074227 1957331269
QUERY 1716922756 873251159 2073166911
QUERY 793507384 1274047076 1750365466
QUERY 1672704309 142746428 1892781629
QUERY 2000560784 1652314721 1515876584
QUERY 1754789628 1389335118 1685805787
QUERY 994074878 471712310 816319850
QUERY 1980919839 1562273283 1805239404
QUERY 79116432 115731827 66414930
QUERY 915465402 1594815444 1786831137
QUERY 936929859 1191516029 1622690707
QUERY 843716687 1070961334 132003968
QUERY 1620468954 1995237089 1489036076
QUERY 758381416 768879704 1833283601
QUERY 1523082993 1470443578 1677220295
QUERY 1425542721 1498156275 146337157
QUERY 240426222 496142592 1412427168
QUERY 456459549 1482426655 1930358841
QUERY 1834785022 645043729 763566947
QUERY 1417594646 716245878 1649046771
QUERY 2090358458 1634615633 373744555
QUERY 1677512288 2034378160 1057826540
QUERY 190325467 791759600 2118928190
QUERY 467587134 1568961755 891921770
QUERY 226864777 1683534780 1378990370
QUERY 1399549090 1848129447 1400505774
QUERY 562272144 1669592522 828010478
QUERY 148887821 775476105 150526011
QUERY 1885368240 1394911593 2163179
QUERY 1544930539 286627615 1817918898
QUERY 1239397005 1321554483 507390688
QUERY 43441820 348841384 90265176
QUERY 1045289817 1829160243 685505030
QUERY 1066370606 659888522 1860519462
QUERY 1099118740 534786818 888679080
QUERY 1677036740 66618033 8792285
QUERY 1215295275 1252026027 1048509015
QUERY 909593817 755044023 410631022
QUERY 372858886 1810115431 1861264287
QUERY 274552622 494784267 1900812688
QUERY 1137745344 393005588 750671558
QUERY 603093436 1309756783 430262008
INSERT 435259297 701211776 536566283
QUERY 1798804054 616178157 148802400
QUERY 1078162663 701680850 1059359167
QUERY 1045074717 2050046914 956040915
INSERT 1763827553 556947273 2057641076
QUERY 1945597033 594563131 473382297
QUERY 1467744345 1021359562 1559942477
QUERY 1355307622 292408644 1565787044
QUERY 1023208500 867083762 1472852534
QUERY 1358565716 1220135114 662922196
QUERY 1269736846 1307612083 187971937
QUERY 1307252285 735590111 557243729
QUERY 1159748035 17311207 1865772154
QUERY 654956399 952600291 1914009352
QUERY 1245997331 170889777 742250049
QUERY 1705862975 1222677014 1694162396
QUERY 905244465 267365237 121989954
QUERY 687475416 1449813574 1210524103
QUERY 1120487875 508770778 1991263357
QUERY 430871726 1229045883 2065622412
QUERY 1017753931 1420146831 430492464
QUERY 1137673577 1841007058 1356165488
QUERY 1241929554 1865616202 1274441025
INSERT 1174826164 1482887355 1887183117
QUERY 1313497000 1190264185 373792147
QUERY 706112671 2094308054 1133945559
QUERY 803638870 552750994 1242689306
QUERY 46737804 1295981719 961563366
QUERY 1988304153 1220247104 1297518105
QUERY 1234804407 1331861580 465906072
QUERY 1640732236 1147851005 543895281
QUERY 668686170 626872593 520005470
QUERY 466829876 990463074 1318162801
QUERY 1775471209 1311836292 434785331
QUERY 2013669811 220672658 36231713
QUERY 1659755467 1163699947 768723417
QUERY 1792284082 1958494649 2094541164
QUERY 1559890881 1696168972 1517942784
QUERY 2144815377 1115175977 73889009
QUERY 1064352083 500996146 1604541211
QUERY 2069550166 185227096 1651957715
QUERY 1481015881 284387709 1296682796
QUERY 337517012 1574462150 665471606
QUERY 1605331474 899624398 1078144697
QUERY 1062750248 262265677 1137988968
QUERY 1701000418 2022378116 918090525
QUERY 1982442608 1384829910 913957885
QUERY 134599960 198902853 451063048
QUERY 209127842 191282003 511167204
QUERY 1677036740 66618033 8792285
QUERY 1336845058 773090833 525442920
QUERY 396284460 1692934578 591056069
QUERY 283489647 1014729249 518978496
QUERY 637440075 1283573150 1591691950
QUERY 1685166378 2039149669 858584408
QUERY 1223400820 810098878 1581236575
QUERY 1839907760 487650661 513887676
QUERY 164811271 578445175 1331866368
INSERT 539415716 639212010 1734483940
QUERY 2017973587 1650783688 793335238
QUERY 549659997 2117744116 263762904
QUERY 155428925 489639989 2102298212
QUERY 912853135 306652790 210964292
QUERY 724851968 637418376 471315523
QUERY 1750467441 1999630502 617708265
QUERY 1039816985 2108571178 1254694515
QUERY 495751629 1336322313 455357831
QUERY 1159868180 935138347 196294442
QUERY 151109007 1571519894 816801088
QUERY 843716687 1070961334 132003968
QUERY 41431583 223475286 395521383
QUERY 646028648 2020726724 1040907332
QUERY 387052003 1195201885 476637152
QUERY 1855534868 204798714 913016750
QUERY 1848155097 592696907 532480351
QUERY 2104000246 1942250873 1807768057
QUERY 102858835 1196878981 1358519968
QUERY 1208506136 2044630485 695390815
QUERY 748754509 1550751884 1713921578
QUERY 727244805 2139627060 199743346
QUERY 1112760096 831698491 1561609020
QUERY 2094089372 1938881330 20717665
QUERY 1819114272 1672248171 907242393
QUERY 1706328054 1576225318 32316704
QUERY 190432845 1447829910 220110465
QUERY 158185714 725814152 1428844225
QUERY 2116479747 1963995596 724472004
QUERY 2137855254 461453265 2021119982
QUERY 250096990 1273559139 1772207790
QUERY 1599752806 640289501 582768751
INSERT 230617458 991466264 143797105
QUERY 495537249 1044175756 413857092
QUERY 223222510 427006141 1709799546
QUERY 986706561 1670117712 1330573889
QUERY 1403673679 265641100 1740364308
QUERY 1156632403 2133880137 2014404539
QUERY 738808942 1673651226 1878859849
QUERY 1668391757 662690873 1205238607
QUERY 90098137 1239279284 1694542188
QUERY 2073040452 950299436 354536295
QUERY 1379337449 1923478704 42281939
QUERY 718079843 120228614 1226050964
QUERY 1939806393 528034108 30088674
QUERY 1194585198 1292553428 1880419491
QUERY 1393882743 1410044203 948620278
QUERY 1236108915 216331097 1355584063
QUERY 485572069 1014438380 2001078903
INSERT 1680032244 1085572438 1139138761
INSERT 1127854377 1508111076 1768921716
QUERY 863006459 61763317 1987346356
QUERY 1477854307 6969256 631557137
QUERY 1904843921 1389101232 1274608251
QUERY 846523037 1509355447 696663787
QUERY 1711102168 1391879544 1754728829
QUERY 746383942 552194417 1457822711
QUERY 358097073 466060204 1572725639
QUERY 1146708556 2020931321 1304125521
QUERY 987095891 2141590692 727883122
QUERY 1736916465 2124914826 1875081257
QUERY 1003109588 519012400 473266181
QUERY 1747072605 2058906670 820131605
QUERY 249397775 542333613 1770238943
QUERY 1569066623 312935456 1876208979
QUERY 378141639 219194765 1995702702
QUERY 1762018260 910198975 633977322
QUERY 1662661806 301772099 609880054
QUERY 1975322610 1037938893 97542062
QUERY 8965085 1860856992 1480767571
QUERY 728718062 1949570510 805932163
QUERY 534657494 608522957 1250926127
QUERY 410313699 97372445 461411200
QUERY 967856670 2086580313 425778451
QUERY 1223400820 810098878 1581236575
QUERY 1649542464 1299494522 262102363
QUERY 886482775 232383188 629329754
QUERY 201588652 1360902911 2061296763
QUERY 448470609 960412646 579367709
QUERY 181263905 204511328 1037149171
QUERY 1968290778 2032839626 1298130627
QUERY 1481015881 284387709 1296682796
QUERY 845308130 138605032 813069919
QUERY 224402320 2076148438 1960547922
QUERY 1680032244 1085572438 1139138761
QUERY 1493114523 1045346719 1985167120
QUERY 607401145 297534251 1847960363
QUERY 1731766519 1220088327 1126067779
QUERY 1561048041 713920044 753064527
QUERY 1214751501 1064925899 1414267617
QUERY 1995229353 205944756 1579923721
QUERY 259701705 1930425348 2059532078
QUERY 1037415041 519079395 1119236933
QUERY 221611333 1749931157 1996073467
QUERY 1684045089 925360615 208072199
INSERT 1205158184 701262884 2052925797
QUERY 1240369712 1368044146 40531427
QUERY 261440340 1992024499 2056605025
QUERY 1003900688 792322031 1265827894
QUERY 66186312 820609699 1733683362
QUERY 1336130871 2108233955 2040383516
QUERY 818260483 1842290353 1366288008
QUERY 254112640 917946386 188419454
INSERT 1499726876 305061303 192424696
QUERY 225210983 2032350076 289301347
QUERY 1392044971 634750606 1513304511
QUERY 186430562 1836829533 813097406
QUERY 773847713 1121551463 512211262
QUERY 207017967 1637447470 1815746966
QUERY 533764403 891435196 113937208
QUERY 1775690994 1405327350 1120825439
QUERY 1761022640 1894307987 472212640
QUERY 546790004 1681174915 337524963
QUERY 1366397393 2037154613 1658377981
QUERY 1773823908 1391795848 332572671
QUERY 1555464082 1078592645 1225297911
QUERY 1327880979 1757390859 1373426098
QUERY 1417594646 716245878 1649046771
QUERY 2025584311 829988495 852317915
QUERY 1427630905 1490686455 511491915
QUERY 2077668472 777895793 810627867
QUERY 54940067 803001868 237594281
QUERY 1677170521 1081147921 52544525
QUERY 42576952 564380699 118694620
QUERY 1503777282 1865372225 24924043
QUERY 1981919232 1700616786 2026360383
QUERY 1585957420 1025777427 900258240
QUERY 442255813 129620730 1944515584
QUERY 1268240942 814886011 669897545
QUERY 1102567286 1263033400 1343363472
QUERY 1462058092 425835749 875580952
QUERY 900504995 197517913 742453804
QUERY 1165355420 1800982523 838560168
QUERY 1206188831 1767667107 1085446639
QUERY 275325056 766837826 339148036
QUERY 430793837 1576949240 2048383980
QUERY 583710902 119046090 1109273459
QUERY 1535109208 1139222306 251972261
QUERY 449490174 273803691 627184233
QUERY 539763204 15417329 911624652
QUERY 1932519315 563933048 1769104324
QUERY 970610666 211746160 1053605263
QUERY 682528739 1815582974 111940646
QUERY 196977472 200034926 1812424124
QUERY 804162783 2030053916 1266494021
QUERY 1721058097 1748222046 103471467
QUERY 1863353875 547618998 1199572946
QUERY 166076122 1762538092 1521616441
QUERY 1944139515 262702579 1127771132
INSERT 500950761 935933261 1253965122
QUERY 1427205591 819029564 1732589781
QUERY 1526891290 806335642 964110870
QUERY 1741277509 279756701 1865510942
QUERY 326664021 394719329 228508332
QUERY 219006870 203161934 452411819
QUERY 182792027 2081379949 662753491
QUERY 267595431 1982375971 1835797205
QUERY 1139256152 1798538463 174297566
QUERY 230617458 991466264 143797105
QUERY 186111642 1862563495 1014740742
QUERY 859686772 1392304086 390390196
QUERY 697139949 1099994204 1379831478
QUERY 810663297 1049804665 928249701
QUERY 506572652 775938186 1273379238
QUERY 924434054 852994924 1988507444
QUERY 535086236 268713074 1655883540
QUERY 1677811933 2077227494 1868822056
QUERY 298753290 1027069699 956065185
QUERY 2056059390 371122794 1349447266
QUERY 2021127594 1501992918 784186872
QUERY 1985478560 1987336245 754448662
QUERY 1252825095 929895172 2060906480
QUERY 617629717 420673660 1620089491
QUERY 509382710 466265875 1302582136
INSERT 1493335574 111163674 1946910965
QUERY 170550111 272025192 434107705
QUERY 1936100623 324852278 525885737
INSERT 234934741 1584799694 1964706228
QUERY 334081190 835509461 1521704686
QUERY 1041267566 457540209 1409069131
QUERY 1241929554 1865616202 1274441025
QUERY 1668341174 1312814249 1389346517
INSERT 1332553665 1559896629 862944292
QUERY 1008613430 1555278346 1425414312
QUERY 1660349053 971815213 1291565358
QUERY 490018747 282999573 902065334
QUERY 1292204836 1980407934 1080610636
QUERY 2027534828 905749448 1526470615
QUERY 691801217 711833250 1017526074
QUERY 30203018 1673339219 269759045
QUERY 1936018550 950866706 1892788907
QUERY 1066370606 659888522 1860519462
QUERY 267263470 734463662 828040262
QUERY 1392242150 1317369902 1345606494
QUERY 1225657675 881251799 1021176910
QUERY 1191158924 1880875243 2111243076
INSERT 1589849361 1384223890 2058371566
QUERY 652488067 2137225621 964287438
QUERY 539956701 990051133 25702313
QUERY 1008038345 260434577 321947427
QUERY 1035526339 65705492 1964851845
QUERY 1531673732 361947229 7716886
INSERT 1669806002 1720695013 1192312151
QUERY 143927433 1335949658 1280156601
QUERY 1350402729 1730571003 2041563432
QUERY 459145778 687296466 778754246
QUERY 1786792591 609776906 439573019
QUERY 2078890349 1053218212 1743149064
QUERY 2105096293 1073147212 369742789
QUERY 1562054940 1327642202 1809419305
QUERY 1763827553 556947273 2057641076
QUERY 1738117256 1878877917 1189297091
QUERY 1736916465 2124914826 1875081257
QUERY 1272893439 1686124355 1264838188
QUERY 170572752 983528841 535477734
QUERY 1608624947 977723838 421076485
QUERY 1748718687 1916919182 235918815
QUERY 970143401 1742341930 1534958662
QUERY 1848732865 393214774 572758216
QUERY 30203018 1673339219 269759045
QUERY 843716687 1070961334 132003968
QUERY 1252825095 929895172 2060906480
QUERY 1964026430 1075902130 752573135
QUERY 522008669 444756727 1217125884
QUERY 811984166 1589813920 679189159
QUERY 1274831648 336664663 1833609028
QUERY 22084111 1145204428 1743093211
QUERY 244063788 608154446 1736527553
QUERY 243869550 2073069006 1410999821
QUERY 1505144092 1693874577 1449729586
QUERY 899263196 1990084603 1263544559
QUERY 697352693 2011200100 237466898
QUERY 43637925 320410230 1880767346
INSERT 1338724519 494081850 1096416343
QUERY 619820274 346041112 63505110
QUERY 1623685258 202355053 546577588
QUERY 1224736082 359555516 1371551937
QUERY 1763827553 556947273 2057641076
QUERY 82311063 1472393723 259137881
QUERY 2036803578 987792345 1526323240
QUERY 1750467441 1999630502 617708265
QUERY 129515585 1397469663 2075014693
QUERY 1698110147 1124379133 1155181896
QUERY 1995229353 205944756 1579923721
QUERY 278374611 358834705 1045734519
QUERY 337149536 1426997964 1060271435
QUERY 1614107933 1964004595 264080199
QUERY 157495369 185495783 38212331
QUERY 1997514666 1137971896 492970147
QUERY 1763827553 556947273 2057641076
QUERY 341599127 1199713940 90170058
QUERY 516178327 351341228 1428209056
QUERY 30203018 1673339219 269759045
QUERY 36943616 1296610828 1144722320
QUERY 806660405 127913012 1764248348
QUERY 109734847 724043595 350502773
QUERY 1879088957 1069045030 826517655
QUERY 2108396492 1026229236 1675393416
QUERY 2002538382 1341734964 942650104
QUERY 1763827553 556947273 2057641076
QUERY 1385489898 550953745 848868928
QUERY 2013438674 1455740652 1772092654
QUERY 2078462190 832246119 1978993229
QUERY 1000518295 374500417 1331380147
QUERY 1354469327 523977091 1013603174
INSERT 830931735 868657908 860974716
QUERY 110080298 578373844 1130214197
QUERY 713276564 294562580 1014619531
QUERY 1182337976 920222196 292286012
QUERY 1585957420 1025777427 900258240
QUERY 282330285 1242611835 2144380074
QUERY 207572053 1586198708 2128096376
QUERY 693678242 116690066 402654306
QUERY 30203018 1673339219 269759045
QUERY 1704121040 264460640 821212638
QUERY 1725478124 843299381 395473745
QUERY 1350402729 1730571003 2041563432
QUERY 1334194958 335947024 254736868
QUERY 1311214648 1153655599 534358935
QUERY 1820950808 2140998398 1947887671
QUERY 1775977183 1386919389 2036581829
QUERY 249397775 542333613 1770238943
QUERY 1066594715 1896063432 924789526
QUERY 93164113 1851980076 1457629731
QUERY 642989096 908065273 1151473793
QUERY 1736916465 2124914826 1875081257
QUERY 1954055122 1871417378 517029320
QUERY 896258551 244403596 721018391
QUERY 668830221 279072513 1560636078
QUERY 337941957 546057436 2140944226
QUERY 939955945 1110236435 901372347
QUERY 1348486466 1189411100 982329703
QUERY 341559166 1463886002 592629976
QUERY 1892188083 1180270253 88915501
QUERY 333319098 795566779 384480368
QUERY 663552882 238385047 1052338289
INSERT 576327004 1598395725 684665758
QUERY 2135756067 1417302401 2119761487
QUERY 533461169 1784946595 434025903
QUERY 1122492803 929714081 320768469
QUERY 883561135 1201355539 1977992376
QUERY 1677036740 66618033 8792285
QUERY 1860639542 450808652 995327149
QUERY 446239226 1089026832 2034568731
QUERY 1304387484 119983008 1012167429
QUERY 60749240 1722141416 194074207
QUERY 1306514245 1975449133 161509786
